Symbol,Name,Last,Change,%Chg,Open,High,Low,Volume,Time
PTCT,"Ptc Therapeutics",46.33,-0.92,-1.95%,47.67,47.67,45.56,506600,07/31/20
PSNL,"Personalis Inc",17.41,-0.7,-3.87%,18.07,18.21,17.26,155400,07/31/20
PSN,"Parsons Corp",34.83,0.009999999999998,+0.03%,34.63,34.86,33.82,168000,07/31/20
PSMT,"Pricesmart Inc",65.37,-0.27,-0.41%,65.96,66.06,64.84,137800,07/31/20
PSB,"Business Parks",137.95,1.06,+0.77%,136.11,138.04,134.04,157700,07/31/20
PRVL,"Prevail Therapeutics Inc",14.97,0.32,+2.18%,14.59,15,13.75,189700,07/31/20
PRVB,"Provention Bio Inc",10.39,-0.2,-1.89%,10.57,10.83,10.18,530300,07/31/20
PRTS,"U.S. Auto Parts Netw",13.74,-0.68,-4.72%,14.5,14.59,13.37,1235500,07/31/20
PRTK,"Paratek Pharma Inc",4.37,-0.09,-2.02%,4.45,4.5,4.21,829300,07/31/20
PRTH,"Priority Techno Holdings Inc",2.2,-0.04,-1.79%,2.24,2.43,2.11,27500,07/31/20
PRTA,"Prothena Corp",12.24,-0.36,-2.86%,12.53,12.57,11.95,332000,07/31/20
PRSP,"Perspecta Inc",21.4,-0.23,-1.06%,21.63,21.65,21.15,1248800,07/31/20
PRSC,"Providence Svc Cp",81.01,-1.53,-1.85%,79.73,81.29,78.82,100000,07/31/20
PRPL,"Purple Innovation Inc",24.37,0.82,+3.48%,23.93,24.8,23.7,1855100,07/31/20
PROV,"Provident Financial",12.2,-0.29,-2.32%,12.25,12.34,12.2,5800,07/31/20
PROS,"Prosight Global Inc",7.86,-0.19,-2.36%,8.1,8.1,7.75,78700,07/31/20
PRO,"Pros Holdings",32.63,-6.06,-15.66%,35.75,36.62,30.31,2232800,07/31/20
PRNB,"Principia Biopharma Inc",83.6,0.11,+0.13%,83.61,85.31,81.53,465700,07/31/20
PRMW,"Primo Water Corp.",14.21,-0.09,-0.63%,14.23,14.27,13.99,737800,07/31/20
PRLB,"Proto Labs Inc",120.12,-0.099999999999994,-0.08%,119.91,120.35,118.04,229600,07/31/20
PRK,"Park National Corp",85.76,-2.24,-2.55%,86.99,90,83.54,2983500,07/31/20
PRIM,"Primoris Services Cp",16.03,-0.46,-2.79%,16.36,16.51,15.82,193100,07/31/20
PRGS,"Progress Software",34.86,0.35,+1.01%,34.52,34.95,34.05,297800,07/31/20
PRFT,"Perficient Inc",39.21,0.24,+0.62%,39.86,39.97,38.24,601800,07/31/20
PRDO,"Perdoceo Education Corp.",14.4,-0.14,-0.96%,14.54,14.54,14.21,760800,07/31/20
PRAA,"Pra Group Inc",39.56,0.19,+0.48%,39.35,39.61,37.92,321500,07/31/20
PRA,"Pro-Assurance Corp",14.7,0.02,+0.14%,14.53,14.73,14.22,320800,07/31/20
PQG,"Pq Group Holdings Inc",12.27,-0.3,-2.39%,12.34,12.61,11.86,170300,07/31/20
PPBI,"Pacific Premier Bncp",21.01,-0.3,-1.41%,21.21,21.41,20.05,505100,07/31/20
POWL,"Powell Inds Inc",26.55,-0.32,-1.19%,26.6,26.83,26.12,58200,07/31/20
POWI,"Power Integratn",122.03,-3.6,-2.87%,124.5,127.39,117.68,489800,07/31/20
POR,"Portland General Electric Company",44.13,-0.18,-0.41%,44.35,45.83,43.72,1068600,07/31/20
PNTG,"The Pennant Group Inc",25.06,0.14,+0.56%,24.63,25.75,24.05,161400,07/31/20
PNRG,"Primeenergy Cp",71.25,0.099999999999994,+0.14%,72,72,71.25,300,07/31/20
PNM,"PNM Resources Inc",42.23,0.29,+0.69%,41.39,42.33,40.81,539200,07/31/20
PMT,"Pennymac Mortgage Investment Trust",18.85,0,0.00%,18.95,19.03,18.51,937200,07/31/20
PLYM,"Plymouth Industrial REIT Inc",13.27,-0.030000000000001,-0.23%,13.34,13.34,12.77,67300,07/31/20
PLXS,"Plexus Cp",74.29,0.27000000000001,+0.36%,73.33,74.49,72.72,230600,07/31/20
PLUS,"Eplus Inc",74.54,0.79000000000001,+1.07%,73.43,74.6,73.01,82700,07/31/20
PLUG,"Plug Power Inc",7.71,-0.26,-3.26%,8.13,8.13,7.07,15149800,07/31/20
PLT,Plantronics,19.99,-0.65,-3.15%,20.34,20.57,19.31,1035100,07/31/20
PLSE,"Pulse Biosciences CS",10.25,-0.29,-2.75%,10.45,10.65,10.21,64100,07/31/20
PLPC,"Preformed Line Prd",49.26,-1.45,-2.86%,50.72,51.34,49.2,9700,07/31/20
PLOW,"Douglas Dynamics",35.35,-0.089999999999996,-0.25%,35.08,35.42,34.36,104300,07/31/20
PLMR,"Palomar Holdings Inc",91.34,3.83,+4.38%,88.19,91.37,87.53,256900,07/31/20
PLCE,"Children's Place Inc",24.41,0.19,+0.78%,24.32,25.07,23.38,941600,07/31/20
PLBC,"Plumas Bancorp",20.87,0.010000000000002,+0.05%,20.86,20.87,20.86,2900,07/31/20
PLAY,"Dave & Buster's Ente",12.34,-0.84,-6.37%,13.2,13.2,12.26,4810100,07/31/20
PLAB,"Photronics Inc",11.88,0.050000000000001,+0.42%,11.82,11.88,11.57,402600,07/31/20
PKOH,"Park Ohio Hld Cp",14.42,-0.77,-5.07%,14.99,14.99,14.18,49700,07/31/20
PKE,"Park Electrochemical Corp",10.78,-0.43,-3.84%,11.16,11.16,10.54,255100,07/31/20
PKBK,"Parke Bancorp Inc",11.69,-0.41,-3.39%,12.15,12.27,11.56,34500,07/31/20
PJT,"Pjt Partners Inc Cl A",53.53,0.14,+0.26%,53.11,53.91,52.41,163700,07/31/20
PIRS,"Pieris Pharma",2.57,-0.19,-6.88%,2.78,2.78,2.56,439100,07/31/20
PIPR,"Piper Jaffray Companies",61.91,-3.7,-5.64%,68.25,68.25,57.76,205600,07/31/20
PING,"Ping Identity Holding Corp",34.36,0.030000000000001,+0.09%,34.88,34.9,33.21,700400,07/31/20
PINE,"Alpine Income Property Trust Inc",14.04,-0.88,-5.90%,14.78,14.9,13.43,87600,07/31/20
PICO,"Pico Holdings Inc",8.12,-0.06,-0.73%,8.11,8.32,7.87,56600,07/31/20
PI,"Impinj Inc",23.6,0.81,+3.55%,23.24,23.74,22.31,703600,07/31/20
PHR,"Phreesia Inc",30.06,0.76,+2.59%,29.28,30.2,29.21,465600,07/31/20
PHAT,"Phathom Pharmaceuticals Inc",33.26,0.37,+1.12%,32.84,34.19,31.83,90700,07/31/20
PHAS,"Phasebio Pharmaceuticals Inc",4,-0.14,-3.38%,4.13,4.14,3.98,234100,07/31/20
PGTI,"Pgt Inc",17.07,-0.14,-0.81%,17.15,17.25,16.56,408600,07/31/20
PGNY,"Progyny Inc",26.62,0.37,+1.41%,26.29,26.69,25.58,517700,07/31/20
PGEN,"Precigen Inc.",4.21,-0.19,-4.32%,4.41,4.41,4.03,806500,07/31/20
PGC,"Peapack Gladstone FI",16.28,-0.57,-3.38%,16.66,16.66,16.02,65000,07/31/20
PFSW,"Pfsweb Inc",7.93,-0.16,-1.98%,8.09,8.25,7.61,112400,07/31/20
PFSI,"Pennymac Financial Services IN",48.26,-0.55,-1.13%,48.63,48.8,47.01,780200,07/31/20
PFS,"Provident Financial Services",13.65,-0.65,-4.55%,13.8,14.19,13.01,3189200,07/31/20
PFNX,"Pfenex Inc",7.09,-0.19,-2.61%,7.3,7.3,6.91,149200,07/31/20
PFIS,"Peoples Finl Svcs Company",35.91,-0.59,-1.62%,36.51,37.74,35.91,16600,07/31/20
PFHD,"Professional Holding Corp",11.31,0.23,+2.08%,11.05,11.49,11,152400,07/31/20
PFGC,"Performance Food Group Company",28.02,0.27,+0.97%,27.49,28.07,27.05,1880800,07/31/20
PFC,"Premier Financial Corp",17.68,-0.039999999999999,-0.23%,17.89,17.89,17.36,220500,07/31/20
PFBI,"Premier Finl Bncp",10.6,-0.08,-0.75%,10.81,10.92,10.52,65600,07/31/20
PFBC,"Preferred Bank LA",37.25,-0.31,-0.83%,37.39,37.46,36.24,58700,07/31/20
PETS,"Petmed Express Inc",31.2,0.2,+0.65%,31.08,31.38,30.53,652800,07/31/20
PETQ,"Petiq Inc Cl A",36.49,0.15,+0.41%,36.35,36.6,35.64,284700,07/31/20
PENN,"Penn Natl Gaming Inc",33.85,-2.96,-8.04%,36.88,37.24,33.41,10568700,07/31/20
PEBO,"Peoples Bancorp Inc",20.07,-0.51,-2.48%,20.34,20.37,19.83,116600,07/31/20
PEBK,"Peoples Bancorp NC",16.55,0.02,+0.12%,16.91,16.91,16.55,4200,07/31/20
PEB,"Pebblebrook Hotel Trust",10.6,0.09,+0.86%,10.44,10.61,10.08,3103300,07/31/20
PDM,"Piedmont Office Realty Trust",16.21,-0.050000000000001,-0.31%,16.14,16.25,15.56,965100,07/31/20
PDLI,"Pdl Biopharma Inc",3.18,-0.02,-0.63%,3.17,3.2,3.09,885300,07/31/20
PDLB,"Pdl Community Bancorp",9.1,-0.48,-5.01%,9.72,9.72,9.1,8600,07/31/20
PDFS,"Pdf Solutions Inc",24.58,0.31,+1.28%,24.12,24.62,23.71,240700,07/31/20
PDCO,"Patterson Companies",26.56,0.37,+1.41%,26.1,26.62,25.94,1780900,07/31/20
PDCE,"Pdc Energy Inc",14.26,-0.0099999999999998,-0.07%,14.21,14.42,13.97,1242000,07/31/20
PCYO,"Pure Cycle Corp",9.03,-0.030000000000001,-0.33%,9.07,9.07,8.79,57500,07/31/20
PCYG,"Park City Group",4.37,0.07,+1.63%,4.3,4.39,4.28,41900,07/31/20
PCTI,"Pc-Tel Inc",6.55,-0.49,-6.96%,7.04,7.04,6.51,126800,07/31/20
PCSB,"Pcsb Financial Corp",11.12,-0.030000000000001,-0.27%,11.15,11.22,11.01,75500,07/31/20
PCRX,"Pacira Pharm Inc",52.61,-0.51,-0.96%,53.38,53.42,51.93,587600,07/31/20
PCH,"Potlatch Cp",42.81,0.2,+0.47%,42.47,42.85,41.86,435300,07/31/20
PCB,"Pacific City Finl Cp",9.2,-0.39,-4.07%,9.53,9.58,9.15,20500,07/31/20
PBYI,"Puma Biotechnology",10.31,-0.19,-1.81%,10.47,10.47,10.05,831900,07/31/20
PBIP,"Prudential Bancorp",11.2,-0.74,-6.20%,11.76,11.76,11.07,8100,07/31/20
PBI,"Pitney Bowes Inc",3.34,0.02,+0.60%,3.25,3.41,3.16,2880300,07/31/20
PBH,"Prestige Brand Holdings",37.19,-0.39,-1.04%,37.48,37.59,36.53,357800,07/31/20
PBFS,"Pioneer Bancorp Inc",8.7,-0.1,-1.14%,8.74,8.8,8.7,25300,07/31/20
PBF,"PBF Energy Inc",8.68,0.33,+3.95%,8.09,8.79,7.98,6338100,07/31/20
PAYS,"Paysign Inc",9.34,0.09,+0.97%,9.29,9.38,9.05,367600,07/31/20
PAVM,"Pavmed Inc",1.99,-0.04,-1.97%,2.01,2.05,1.91,704500,07/31/20
PATK,"Patrick Inds Inc",63.95,-1.99,-3.02%,68.92,69.57,61.08,351500,07/31/20
PASG,"Passage Bio Inc",15.64,-0.96,-5.78%,16.71,16.85,15.27,167000,07/31/20
PARR,"Par Petroleum Corp",7.41,-0.69,-8.52%,8,8,7.31,830400,07/31/20
PAR,"Par Technology Corp",30.76,-0.67,-2.13%,31.8,31.91,30.3,166100,07/31/20
PAHC,"Phibro Anl Htlh A",23.19,0.22,+0.96%,22.89,23.23,22.59,174000,07/31/20
PAE,"Pae Inc Cl A",7.88,-0.16,-1.99%,8.04,8.09,7.82,342900,07/31/20
PACK,"Ranpak Holdings Corp",8.17,-0.13,-1.57%,8.3,8.57,8.12,192400,07/31/20
PACB,"Pacific Biosciences",3.73,-0.04,-1.06%,3.79,3.83,3.66,819200,07/31/20
OYST,"Oyster Point Pharma Inc",22.37,-1.05,-4.48%,23.65,23.65,22,42100,07/31/20
OXM,"Oxford Industries",42.94,-1.18,-2.67%,43.74,43.74,42.26,94000,07/31/20
OVV,"Ovintiv Inc.",9.69,-0.17,-1.72%,9.87,10.05,9.56,3922500,07/31/20
OVLY,"Oak Valley Bancp CA",12.8,-0.28,-2.14%,12.91,12.95,12.8,4000,07/31/20
OVID,"Ovid Therapeutics Inc",6.45,-0.15,-2.27%,6.62,6.65,6.27,507800,07/31/20
OVBC,"Ohio Valley Banc Cp",19.7,-0.53,-2.62%,20.33,20.33,19.7,2600,07/31/20
OTTR,"Otter Tail Corp",38.25,-0.62,-1.60%,38.71,39.05,37.73,156800,07/31/20
OTRK,"Ontrak Inc.",38.26,-0.26000000000001,-0.67%,39.35,39.8,37.92,307200,07/31/20
OSW,"Onespaworld Holdings Ltd",5.56,-0.3,-5.12%,5.82,5.9,5.53,219700,07/31/20
OSUR,"Orasure Tech Inc",18.15,-0.58,-3.10%,18.71,19.01,17.98,2650600,07/31/20
OSTK,"Overstock.com Inc",75.59,-0.59999999999999,-0.79%,76.76,79.42,72.25,7376500,07/31/20
OSPN,"Onespan Inc",31.14,0.27,+0.87%,30.95,31.36,30.56,348100,07/31/20
OSMT,"Osmotica Pharmaceuticals Plc",5.35,-0.22,-3.95%,5.63,5.69,5.27,325600,07/31/20
OSIS,"O S I Systems Inc",70.96,0.75,+1.07%,70.43,70.96,68.15,134900,07/31/20
OSG,"Overseas Shipholding Group Inc",2.31,-0.1,-4.15%,2.43,2.43,2.26,325900,07/31/20
OSBC,"Old Second Bancorp",8.32,-0.15,-1.77%,8.4,8.4,8.06,106100,07/31/20
ORRF,"Orrstown Finl Svcs",13.6,-0.43,-3.06%,13.8,13.83,13.52,21300,07/31/20
ORIC,"Oric Pharmaceuticals Inc",20.07,-0.95,-4.52%,21.02,21.32,19.85,111400,07/31/20
ORGS,"Orgenesis Inc",5.52,0,0.00%,5.51,5.6,5.32,62400,07/31/20
ORGO,"Organogenesis Holdings Inc",3.68,-0.08,-2.13%,3.76,3.88,3.59,57100,07/31/20
ORC,"Orchid Island Capital Inc",5.14,0.09,+1.78%,5.18,5.19,4.96,1358900,07/31/20
ORBC,"Orbcomm Inc",4.21,-0.33,-7.27%,4.49,4.57,4.03,864100,07/31/20
ORA,"Ormat Technologies",59.5,0.58,+0.98%,59.01,59.72,58.54,332400,07/31/20
OPY,"Oppenheimer Holdings",21.19,-0.049999999999997,-0.24%,21.25,21.56,20.94,80300,07/31/20
OPTN,"Optinose Inc",5.09,-0.02,-0.39%,5.1,5.27,5,343200,07/31/20
OPRX,"Optimizerx Corp",14.15,-0.51,-3.48%,14.81,14.86,13.84,76600,07/31/20
OPRT,"Oportun Financial Corp",14.3,-1.05,-6.84%,15.23,15.27,13.86,85900,07/31/20
OPK,"Opko Health Inc",5.15,-0.76,-12.86%,5.62,5.86,4.85,35762100,07/31/20
OPI,"Office Properties Income Trust",25.15,0.11,+0.44%,24.98,25.16,24.23,260200,07/31/20
OPCH,"Option Care Health Inc",11.78,-0.13,-1.09%,11.73,12.1,11.6,690200,07/31/20
OPBK,"Open Bank",6.22,-0.010000000000001,-0.16%,6.27,6.27,6.19,24100,07/31/20
OOMA,"Ooma Inc",15.14,-0.48,-3.07%,15.6,15.6,15,199200,07/31/20
ONTO,"Onto Innovation Inc.",37.82,0.19,+0.50%,37.69,37.84,36.71,282800,07/31/20
ONEW,"Onewater Marine Inc Cl A",25,-1.63,-6.12%,26.77,27.49,23.52,62500,07/31/20
ONEM,"1Life Healthcare Inc",29.61,-1.42,-4.58%,31.16,31.24,29.03,2710300,07/31/20
ONB,"Old National Bncp",13.99,-0.14,-0.99%,14.07,14.1,13.69,716300,07/31/20
OMI,"Owens & Minor",16.08,-0.29,-1.77%,16.39,16.56,15.9,1518600,07/31/20
OMER,"Omeros Corp",12.83,-0.82,-6.01%,13.42,13.68,12.54,632300,07/31/20
OMCL,"Omnicell Inc",70.29,-1.04,-1.46%,71.13,72.04,69.29,286300,07/31/20
OLP,"One Liberty Properties",16.97,-0.48,-2.75%,17.02,17.49,16.64,93200,07/31/20
OIS,"Oil States International",4.48,-0.26,-5.49%,4.65,4.74,4.41,1026800,07/31/20
OII,"Oceaneering International",5.62,-0.04,-0.71%,5.62,5.8,5.49,1672800,07/31/20
OI,Owens-Illinois,10.44,-0.41,-3.78%,10.77,10.8,10.13,1286500,07/31/20
OGS,"One Gas Inc",75.7,-0.84,-1.10%,75.9,76.4,73.93,279400,07/31/20
OFLX,"Omega Flex Inc",121.75,2.25,+1.88%,119.55,123.68,118.24,8700,07/31/20
OFIX,"Orthofix Intl NV",30.71,-0.53,-1.70%,31.12,31.12,29.9,118900,07/31/20
OFG,"Oriental Financial Group",13.08,-0.3,-2.24%,13.31,13.31,12.76,243200,07/31/20
OFED,"Oconee Fed Fin Corp",25.41,-1.1,-4.15%,26.95,26.99,25.41,3100,07/31/20
OESX,"Orion Energy Syst",3.96,-0.17,-4.12%,4.14,4.2,3.9,252800,07/31/20
OEC,"Orion Engineered Carbons S.A R",10.2,-0.2,-1.92%,10.34,10.44,9.88,378100,07/31/20
ODT,"Odonate Therapeutics Inc",36.37,0.14,+0.39%,36.25,36.64,35.38,182400,07/31/20
ODP,"Office Depot",22.07,0,0.00%,21.95,22.25,21.26,716500,07/31/20
ODC,"Oil-Dri Corp of America",34.77,-0.8,-2.25%,35.57,36.14,34.54,10100,07/31/20
OCX,"Oncocyte Corp",1.35,-0.11,-7.53%,1.46,1.46,1.34,715500,07/31/20
OCUL,"Ocular Therapeut",7.84,-0.27,-3.33%,8.1,8.21,7.63,604000,07/31/20
OCFC,"Oceanfirst Finl Corp",15.32,-0.65,-4.07%,15.76,15.76,14.99,272900,07/31/20
OBNK,"Origin Bancorp Inc",23.74,-0.63,-2.59%,24.3,24.47,23.62,116200,07/31/20
NYMX,"Nymox Pharm Corp",3.22,0.04,+1.26%,3.18,3.23,3.06,159100,07/31/20
NYMT,"New York Mtge Trust",2.62,-0.0099999999999998,-0.38%,2.66,2.67,2.53,3875200,07/31/20
NXTC,"Nextcure Inc",8.92,0.029999999999999,+0.34%,8.91,9.08,8.52,1018100,07/31/20
NXRT,"Nexpoint Residential Trust Inc",38.23,0.13999999999999,+0.37%,37.84,38.25,37.07,169700,07/31/20
NXGN,"Nextgen Healthcare Inc",14.62,2.08,+16.59%,15.6,16.38,14,1035200,07/31/20
NX,"Quanex Building Products Corp",14.05,-0.18,-1.26%,14.06,14.21,13.76,138700,07/31/20
NWPX,"Northwest Pipe Company",24.85,-0.59,-2.32%,25.28,25.28,24.04,55100,07/31/20
NWN,"Northwest Natural Gas Company",53.49,-0.13,-0.24%,53.19,53.86,52.19,482600,07/31/20
NWLI,"Natl Wstrn Life Gp A",194.79,-2.71,-1.37%,197.86,198.08,192.5,7900,07/31/20
NWFL,"Norwood Financial Cp",24.22,-1.08,-4.27%,25.55,25.55,24.22,10100,07/31/20
NWE,"Northwestern Corp",56.26,-0.15,-0.27%,56.05,56.62,55.09,331900,07/31/20
NWBI,"Northwest Bancshares",9.85,0.11,+1.13%,9.73,9.86,9.53,1067400,07/31/20
NVTA,"Invitae Corp",29.2,-0.38,-1.28%,30.03,30.4,28.53,1248400,07/31/20
NVRO,"Nevro Corp",132.96,0.47,+0.35%,131.8,133.38,130.7,268800,07/31/20
NVEE,"Nv5 Global",56.74,-0.48999999999999,-0.86%,57,57.72,55.65,65000,07/31/20
NVEC,"Nve Corp",54.24,-2.07,-3.68%,55.93,55.93,54.01,32400,07/31/20
NVAX,"Novavax Inc",143.1,-3.52,-2.40%,147.61,148.77,142,4232000,07/31/20
NUVA,"Nuvasive Inc",57.14,-2.26,-3.80%,59.08,59.08,56.39,967000,07/31/20
NTUS,"Natus Medical Inc",18.58,-2.52,-11.94%,20.44,21.12,18.33,635100,07/31/20
NTRA,"Natera Inc",48.02,0.47000000000001,+0.99%,47.51,48.1,46,579600,07/31/20
NTLA,"Intellia Thera CS",17.81,-0.9,-4.81%,18.88,19,17.68,727600,07/31/20
NTGR,"Netgear Inc",30.75,0.84,+2.81%,29.99,30.77,29.72,424800,07/31/20
NTCT,"Netscout Systems",25.46,-0.07,-0.27%,25.47,25.99,25.02,564100,07/31/20
NTB,"Bank of Butterfield Ltd",26.03,-0.34,-1.29%,26.12,26.31,25.57,151500,07/31/20
NSTG,"Nanostring Tech",36.11,-0.07,-0.19%,36.33,36.67,35.51,192100,07/31/20
NSSC,"Napco Sec Tech Inc",26.38,0.039999999999999,+0.15%,26.37,26.86,26.12,89700,07/31/20
NSP,"Insperity Inc",66.86,-1.42,-2.08%,67.71,67.71,65.21,218800,07/31/20
NSIT,"Insight Enterpr",49.84,0.020000000000003,+0.04%,49.4,49.9,48.71,214300,07/31/20
NSCO,"Nesco Holdings Inc",3.36,-0.09,-2.61%,3.55,3.55,3.15,166000,07/31/20
NSA,"National Storage Affiliates Tru",30.82,0.23,+0.75%,30.35,30.82,29.74,504500,07/31/20
NRIM,"Northrim Bancorp Inc",23.02,-0.02,-0.09%,22.86,23.1,22.21,27900,07/31/20
NRC,"National Research Corp",57.19,-0.79,-1.36%,57.63,57.7,56.22,38500,07/31/20
NRBO,"Neurobo Pharmaceuticals Inc.",6.41,-0.15,-2.29%,6.5,6.65,6.18,39800,07/31/20
NR,"Newpark Resources",1.89,-0.05,-2.58%,1.91,1.92,1.84,454500,07/31/20
NPTN,"Neophotonics Corp",9.11,0.19,+2.13%,8.9,9.11,8.75,838900,07/31/20
NPO,"Enpro Industries",47.73,-0.74,-1.53%,48.18,48.18,46.25,99300,07/31/20
NPK,"National Presto Industries",85.39,-0.59999999999999,-0.70%,85.57,86.03,84.22,42300,07/31/20
NP,"Neenah Paper",44.61,-1.14,-2.49%,45.47,45.82,44.01,236900,07/31/20
NOVT,"Novanta Inc",103.68,0.090000000000003,+0.09%,103.65,103.7,100.98,110600,07/31/20
NOVA,"Sunnova Energy International Inc",25.01,0.56,+2.29%,24.58,25.67,24.09,893000,07/31/20
NODK,"Ni Holdings Inc",16.48,0.22,+1.35%,16.38,16.7,16.22,21900,07/31/20
NNI,"Nelnet Inc",58,0.020000000000003,+0.03%,57.67,58,56.86,100300,07/31/20
NNBR,"NN Inc",5.26,-0.32,-5.73%,5.48,5.6,5.11,152300,07/31/20
NMRK,"Newmark Group Inc Cl A",4.07,-0.23,-5.35%,4.23,4.33,4.04,1484500,07/31/20
NMRD,"Nemaura Med Inc",6.34,-0.02,-0.31%,6.33,6.36,6.19,28500,07/31/20
NMIH,"Nmi Holdings Inc",15.52,0.37,+2.44%,15,15.55,14.87,934400,07/31/20
NLTX,"Neoleukin Therapeutics Inc",9.68,-0.54,-5.28%,10.15,10.28,9.63,419500,07/31/20
NLS,"Nautilus Group",10.43,-0.15,-1.42%,10.59,10.61,10.14,640500,07/31/20
NKSH,"Natl Bankshares Inc",25.08,-0.66,-2.56%,25.54,25.54,25.01,8200,07/31/20
NK,"Nantkwest Inc CS",11.18,-2.25,-16.75%,13.13,13.65,11.05,2566700,07/31/20
NJR,"Newjersey Resources Corp",31.06,-0.32,-1.02%,31.13,31.51,30.27,1621400,07/31/20
NHI,"National Health Investors",62,-1.54,-2.42%,63.41,63.41,60.86,387600,07/31/20
NHC,"National Healthcare Corp",59.32,-2.59,-4.18%,61.62,62.32,58.76,101900,07/31/20
NH,"Nanthealth Inc",4.5,0.44,+10.84%,4.03,4.57,3.93,1057900,07/31/20
NGVT,"Ingevity Corp",58.48,2.45,+4.37%,57.51,59.99,57,412900,07/31/20
NGVC,"Natural Grocers By Vitamin Cottage Inc",15.83,-0.21,-1.31%,16.31,16.35,15.51,138600,07/31/20
NGM,"Ngm Biopharmaceuticals Inc",18.29,-0.09,-0.49%,18.8,18.97,18.02,155400,07/31/20
NGHC,"National General Hld",33.99,0.19,+0.56%,33.81,34.1,33.8,1675000,07/31/20
NG,"Novagold Resources Inc",9.12,0.32,+3.64%,8.91,9.14,8.83,1817400,07/31/20
NFBK,"Northfield Bncrp Del",9.61,0.049999999999999,+0.52%,9.51,9.66,9.3,403800,07/31/20
NEXT,"Nextdecade Corp",1.55,-0.03,-1.90%,1.56,1.58,1.51,68100,07/31/20
NEX,"Nextier Oilfield Solutions Inc.",2.52,-0.07,-2.70%,2.54,2.6,2.42,1121600,07/31/20
NESR,"National Energy Services Reunited Corp",6.69,0.24,+3.72%,6.38,6.75,6.34,148100,07/31/20
NERV,"Minerva Neuroscie",3.48,-0.14,-3.87%,3.63,3.64,3.48,999500,07/31/20
NEOG,"Neogen Cp",76.77,1.42,+1.88%,75.44,76.91,75.25,227800,07/31/20
NEO,"Neogenomics Inc",38.23,-0.11000000000001,-0.29%,38.46,38.74,37.2,756800,07/31/20
NDLS,"Noodles & Company",6.95,-0.27,-3.74%,7.16,7.16,6.82,207600,07/31/20
NCMI,"National Cinemedia",2.47,-0.12,-4.63%,2.58,2.59,2.46,757100,07/31/20
NCBS,"Nicolet Bnkshr",56.02,-0.38,-0.67%,56.57,56.61,55.35,28800,07/31/20
NC,"Nacco Industries",21.84,-0.16,-0.73%,21.71,21.9,21.28,12900,07/31/20
NBTB,"NBT Bancorp Inc",29.79,-0.36,-1.19%,29.93,30.12,29.08,172700,07/31/20
NBSE,"Neu Base Therapeutics Inc",7.43,-0.52,-6.54%,7.95,7.95,7.28,276900,07/31/20
NBR,"Nabors Industries",42.41,0.059999999999995,+0.14%,41.7,42.7,40.37,505700,07/31/20
NBN,"Northeast Bncp",19.04,0.34,+1.82%,18.58,19.31,18.14,158900,07/31/20
NBHC,"National Bank Holdings Corp",27.78,-0.3,-1.07%,27.69,27.85,27,147800,07/31/20
NBEV,"New Age Beverages Corp",2.27,-0.1,-4.22%,2.38,2.48,2.21,3108700,07/31/20
NAVI,"Navient Cp",7.96,-0.0099999999999998,-0.13%,7.95,7.99,7.66,4649200,07/31/20
NAV,"Navistar International Corp",32.03,0.76,+2.43%,30.99,32.2,30.98,653400,07/31/20
NATR,"Nature S Sunshine",9.51,-0.18,-1.86%,9.71,9.79,9.4,10700,07/31/20
NATH,"Nathan's Famous IN",50.93,-0.73,-1.41%,51.09,51.82,50.3,9300,07/31/20
NAT,"Nordic American Tanker Shipping Ltd",4.55,0.19,+4.36%,4.43,4.57,4.31,3511600,07/31/20
MYRG,"MYR Group Inc",36.67,-1.56,-4.08%,38,38,35.75,145600,07/31/20
MYOK,"Myokardia Inc",90.13,-4.59,-4.85%,94.35,94.35,88.75,749800,07/31/20
MYGN,"Myriad Genetics Inc",12.07,-0.1,-0.82%,12.1,12.25,11.71,650100,07/31/20
MYFW,"First Western Financial Inc",14.11,-0.33,-2.29%,14.09,14.25,14.09,3800,07/31/20
MYE,"Myers Industries",15.06,-0.47,-3.03%,15.83,15.83,14.71,164800,07/31/20
MXL,"Maxlinear Inc",25.35,-0.39,-1.52%,25.7,25.7,24.5,706000,07/31/20
MWA,"Mueller Water Products",10.12,-0.040000000000001,-0.39%,10.08,10.13,9.88,886800,07/31/20
MVBF,"Mvb Financial Corp",13.22,0.32,+2.48%,12.9,13.46,12.7,23400,07/31/20
MUSA,"Murphy USA Inc",132.41,-1.19,-0.89%,132.56,133.29,130.66,234900,07/31/20
MTZ,"Mastec Inc",39.78,1.96,+5.18%,39.21,41.16,37.92,2416100,07/31/20
MTX,"Minerals Technologies Inc",46.88,-0.8,-1.68%,46.99,48.58,44.93,220300,07/31/20
MTW,"Manitowoc Company",10.66,-0.41,-3.70%,10.93,11,10.27,328300,07/31/20
MTSI,"Macom Technology S",42.26,-1.14,-2.63%,44.56,44.68,41.37,1002900,07/31/20
MTSC,"M T S Systems Cp",18.55,-0.23,-1.22%,18.72,18.8,17.84,202700,07/31/20
MTRX,"Matrix Service Company",8.75,-0.08,-0.91%,8.69,8.77,8.42,178500,07/31/20
MTRN,"Materion Corp",57.42,-1.02,-1.75%,58.02,58.02,55.53,167600,07/31/20
MTOR,"Meritor Inc",22.75,-0.35,-1.52%,22.96,23.04,22.16,965700,07/31/20
